route_from,route_to,ride_type,ride_max_persons,hour,day_of_week,ride_waiting_time,ride_time_minutes,ride_price,distance_meters,lat_route_from,lon_route_from,lat_route_to,lon_route_to
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,9,5,2.0,13.333333333333334,34.41,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,9,5,1.0,12.333333333333334,211.85,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,9,5,1.0,11.333333333333334,74.96,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,9,5,1.0,12.333333333333334,141.02,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,9,5,3.0,12.333333333333334,292.45,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,10,5,1.0,13.3,164.87,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,10,5,2.0,12.3,34.53,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,10,5,1.0,13.3,225.4,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,10,5,1.0,12.3,75.8,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,10,5,1.0,13.3,151.39,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,10,5,5.0,14.3,293.87,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,11,5,2.0,15.316666666666666,192.41,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,11,5,1.0,13.316666666666666,34.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,11,5,3.0,13.316666666666666,262.67,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,11,5,1.0,12.316666666666666,77.59,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,11,5,3.0,13.316666666666666,180.12,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,11,5,3.0,13.316666666666666,294.96,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,12,5,1.0,15.316666666666666,178.23,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,12,5,2.0,13.316666666666666,34.68,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,12,5,2.0,14.316666666666666,246.83,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,12,5,1.0,13.316666666666666,78.02,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,12,5,1.0,15.316666666666666,168.24,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,12,5,4.0,14.316666666666666,296.41,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,13,5,2.0,14.266666666666667,174.15,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,13,5,3.0,14.283333333333331,37.78,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,13,5,3.0,13.266666666666667,241.28,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,13,5,1.0,13.283333333333331,79.17,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,13,5,1.0,14.283333333333331,163.91,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,13,5,2.0,14.266666666666667,298.1,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,16,5,4.0,13.7,193.31,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,16,5,5.0,11.716666666666669,34.74,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,16,5,4.0,12.716666666666669,286.16,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,16,5,2.0,12.716666666666669,108.15,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,16,5,4.0,13.716666666666669,184.93,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,16,5,4.0,12.7,379.69,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,21,5,5.0,14.266666666666667,149.48,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,21,5,3.0,13.266666666666667,34.56,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,21,5,4.0,14.266666666666667,216.28,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,21,5,2.0,13.266666666666667,104.43,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,21,5,7.0,14.266666666666667,143.56,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,21,5,4.0,14.25,308.32,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,8,6,3.0,13.35,153.95,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,8,6,2.0,11.35,34.27,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,8,6,3.0,11.35,210.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,8,6,2.0,11.35,74.9,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,8,6,4.0,12.35,140.17,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,8,6,3.0,11.35,319.46,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,9,6,6.0,12.166666666666666,229.73,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,9,6,2.0,12.166666666666666,34.34,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,9,6,5.0,13.166666666666666,313.14,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,9,6,2.0,12.166666666666666,75.48,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,9,6,7.0,14.166666666666666,219.31,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,9,6,6.0,13.166666666666666,349.25,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,11,6,5.0,15.233333333333333,270.93,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,11,6,2.0,14.233333333333333,34.51,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,11,6,3.0,14.233333333333333,368.93,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,11,6,2.0,12.233333333333333,76.76,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,11,6,4.0,14.233333333333333,262.26,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,11,6,6.0,15.233333333333333,380.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,12,6,4.0,14.166666666666666,166.4,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,12,6,2.0,12.166666666666666,34.52,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,12,6,5.0,14.166666666666666,230.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,12,6,3.0,12.166666666666666,77.89,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,12,6,6.0,15.166666666666666,155.98,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,12,6,5.0,14.166666666666666,324.31,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,13,6,4.0,14.233333333333333,160.99,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,13,6,5.0,14.233333333333333,49.12,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,13,6,3.0,14.233333333333333,223.2,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,13,6,2.0,13.233333333333333,77.75,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,13,6,5.0,15.233333333333333,150.35,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,13,6,5.0,13.233333333333333,294.45,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,21,6,4.0,12.766666666666667,182.04,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,21,6,4.0,11.766666666666667,34.48,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,21,6,3.0,12.766666666666667,261.4,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,21,6,2.0,12.766666666666667,112.53,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,21,6,6.0,13.766666666666667,177.64,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,21,6,7.0,12.766666666666667,419.89,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,8,0,5.0,12.516666666666667,126.81,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,8,0,1.0,12.516666666666667,34.21,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,8,0,5.0,12.516666666666667,173.29,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,8,0,2.0,10.516666666666667,96.21,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,8,0,7.0,12.516666666666667,118.06,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,8,0,5.0,12.516666666666667,226.77,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,9,0,4.0,15.15,238.52,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,9,0,3.0,13.15,34.54,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,9,0,3.0,15.15,325.32,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,9,0,1.0,12.15,103.03,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,9,0,6.0,15.15,227.81,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,9,0,6.0,16.15,303.43,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,13,0,4.0,15.183333333333334,159.39,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,13,0,5.0,13.2,43.6,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,13,0,3.0,13.2,220.51,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,13,0,1.0,14.2,87.03,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,13,0,4.0,15.2,151.33,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,13,0,3.0,15.183333333333334,242.01,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,14,0,4.0,15.25,159.21,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,14,0,4.0,15.25,46.51,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,14,0,3.0,13.25,220.24,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,14,0,1.0,13.25,118.45,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,14,0,6.0,15.25,151.15,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,14,0,3.0,14.25,266.33,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,15,0,3.0,14.533333333333331,154.33,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,15,0,2.0,12.533333333333331,34.75,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,15,0,3.0,12.533333333333331,213.96,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,15,0,1.0,12.533333333333331,119.43,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,15,0,5.0,13.533333333333331,146.49,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,15,0,3.0,13.533333333333331,266.72,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,16,0,5.0,14.25,158.89,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,16,0,4.0,13.25,40.72,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,16,0,5.0,12.25,238.31,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,16,0,1.0,13.25,121.08,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,16,0,6.0,15.25,153.61,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,16,0,5.0,14.25,367.1,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,17,0,6.0,15.233333333333333,138.03,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,17,0,5.0,14.233333333333333,46.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,17,0,5.0,15.233333333333333,276.09,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,17,0,2.0,14.233333333333333,120.63,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,17,0,7.0,16.233333333333334,130.34,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,17,0,4.0,14.233333333333333,308.21,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,18,0,5.0,17.25,214.96,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,18,0,4.0,15.25,58.84,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,18,0,4.0,15.25,420.46,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,18,0,2.0,15.25,164.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,18,0,7.0,17.25,211.06,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,18,0,7.0,16.25,344.91,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,19,0,6.0,17.25,139.29,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,19,0,5.0,15.25,52.67,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,19,0,6.0,16.25,278.54,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,19,0,3.0,15.25,123.03,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,19,0,6.0,17.25,131.56,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,19,0,7.0,16.25,340.37,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Go Sedan,4.0,20,0,5.0,14.9,140.26,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Moto,1.0,20,0,2.0,13.9,34.76,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Premier,4.0,20,0,4.0,13.9,223.41,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Auto,3.0,20,0,2.0,12.9,119.66,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,Uber Go,4.0,20,0,8.0,14.9,129.85,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Citi Centre,UberXL,6.0,20,0,3.0,12.9,234.62,2701.3,13.0506255,80.2515099,13.04302465,80.27387045386067
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,17,1,5.0,16.372222222222224,219.9233333333333,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,17,1,5.0,16.038888888888888,70.69,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,17,1,5.333333333333333,15.705555555555556,330.56333333333333,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,17,1,1.3333333333333333,15.705555555555556,125.69,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,17,1,7.0,17.038888888888888,220.17,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,UberXL,6.0,17,1,4.333333333333333,15.705555555555556,391.3733333333333,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,18,1,5.0,18.35,225.56,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,18,1,5.5,17.85,76.65,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,18,1,4.5,18.35,338.545,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,18,1,1.5,17.849999999999998,131.995,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,18,1,6.0,19.35,225.545,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,UberXL,6.0,18,1,4.5,17.85,400.75,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,19,1,5.0,19.383333333333333,227.05,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,19,1,3.0,19.383333333333333,69.78,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,19,1,5.0,19.383333333333333,340.65,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,19,1,2.0,18.383333333333333,133.65,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,19,1,6.0,21.383333333333333,226.96,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,UberXL,6.0,19,1,5.0,19.383333333333333,403.21,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,20,1,4.0,17.433333333333334,185.63,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,20,1,3.0,17.433333333333334,59.86,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,20,1,3.0,17.433333333333334,269.98,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,20,1,1.0,16.433333333333334,121.77,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,20,1,4.0,17.433333333333334,183.02,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,UberXL,6.0,20,1,6.0,16.433333333333334,303.62,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,21,1,2.5,15.608333333333334,183.51,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,21,1,2.0,14.608333333333334,54.795,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,21,1,2.5,15.108333333333334,266.95000000000005,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,21,1,1.5,14.108333333333334,114.915,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,21,1,4.0,16.608333333333334,180.97,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,UberXL,6.0,21,1,4.0,14.6,300.31,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Go Sedan,4.0,22,1,4.0,12.666666666666666,157.38,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Moto,1.0,22,1,3.0,12.683333333333334,58.37,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Premier,4.0,22,1,3.0,12.666666666666666,228.53,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Auto,3.0,22,1,2.0,11.683333333333334,156.3,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
Semmozhi Poonga,Chennai Lighthouse,Uber Go,4.0,22,1,3.0,13.683333333333334,153.81,3766.7,13.0506255,80.2515099,13.0397156,80.2794416
